checkpoint,name,iteration,device,vs_random_avg_profit,vs_random_completed_games,vs_random_invalid_state_games,vs_random_invalid_state_count,vs_random_non_zero_sum_games,vs_random_setup_errors,vs_random_requested_games,vs_random_sanitized_actions,vs_random_agent_actions,vs_random_agent_fold_actions,vs_random_agent_check_call_actions,vs_random_agent_raise_actions,vs_random_agent_fold_rate,vs_random_agent_check_call_rate,vs_random_agent_raise_rate,vs_random_agent_preflop_actions,vs_random_agent_preflop_folds,vs_random_agent_preflop_fold_rate,vs_checkpoint_pool_avg_profit,vs_checkpoint_pool_completed_games,vs_checkpoint_pool_invalid_state_games,vs_checkpoint_pool_invalid_state_count,vs_checkpoint_pool_non_zero_sum_games,vs_checkpoint_pool_setup_errors,vs_checkpoint_pool_requested_games,vs_checkpoint_pool_sanitized_actions,vs_checkpoint_pool_agent_actions,vs_checkpoint_pool_agent_fold_actions,vs_checkpoint_pool_agent_check_call_actions,vs_checkpoint_pool_agent_raise_actions,vs_checkpoint_pool_agent_fold_rate,vs_checkpoint_pool_agent_check_call_rate,vs_checkpoint_pool_agent_raise_rate,vs_checkpoint_pool_agent_preflop_actions,vs_checkpoint_pool_agent_preflop_folds,vs_checkpoint_pool_agent_preflop_fold_rate
/Users/Jesse/Documents/csShi/goated-poker-ai-physical-implementation/models/standard/6_player/checkpoint_mixed/*checkpoint_iter_mixed_iter_33800.pt,*checkpoint_iter_mixed_iter_33800.pt,33800,cpu,-17.392767525266326,100,0,0,0,0,100,0,190,69,72,49,0.3631578947368421,0.37894736842105264,0.2578947368421053,162,58,0.35802469135802467,32.87080795099989,100,0,0,0,0,100,0,168,67,61,40,0.39880952380952384,0.3630952380952381,0.23809523809523808,152,63,0.4144736842105263
/Users/Jesse/Documents/csShi/goated-poker-ai-physical-implementation/models/standard/6_player/checkpoint_mixed/*checkpoint_iter_mixed_iter_33900.pt,*checkpoint_iter_mixed_iter_33900.pt,33900,cpu,11.975439880984496,100,0,0,0,0,100,0,185,64,67,54,0.34594594594594597,0.3621621621621622,0.2918918918918919,153,56,0.3660130718954248,40.58045554389732,100,0,0,0,0,100,0,170,61,63,46,0.3588235294117647,0.37058823529411766,0.27058823529411763,154,57,0.37012987012987014
/Users/Jesse/Documents/csShi/goated-poker-ai-physical-implementation/models/standard/6_player/checkpoint_mixed/*checkpoint_iter_mixed_iter_34000.pt,*checkpoint_iter_mixed_iter_34000.pt,34000,cpu,11.970072609698201,100,0,0,0,0,100,0,185,64,67,54,0.34594594594594597,0.3621621621621622,0.2918918918918919,153,56,0.3660130718954248,38.56343560059716,100,0,0,0,0,100,0,170,60,64,46,0.35294117647058826,0.3764705882352941,0.27058823529411763,156,57,0.36538461538461536
/Users/Jesse/Documents/csShi/goated-poker-ai-physical-implementation/models/standard/6_player/checkpoint_mixed/*checkpoint_iter_mixed_iter_34100.pt,*checkpoint_iter_mixed_iter_34100.pt,34100,cpu,5.495153641419453,100,0,0,0,0,100,0,185,62,71,52,0.33513513513513515,0.3837837837837838,0.2810810810810811,153,54,0.35294117647058826,27.813722555830218,100,0,0,0,0,100,0,169,66,63,40,0.3905325443786982,0.3727810650887574,0.23668639053254437,156,63,0.40384615384615385
/Users/Jesse/Documents/csShi/goated-poker-ai-physical-implementation/models/standard/6_player/checkpoint_mixed/*checkpoint_iter_mixed_iter_34200.pt,*checkpoint_iter_mixed_iter_34200.pt,34200,cpu,4.913395299409269,100,0,0,0,0,100,0,180,66,67,47,0.36666666666666664,0.37222222222222223,0.2611111111111111,151,58,0.3841059602649007,31.165171245861572,100,0,0,0,0,100,0,166,67,64,35,0.4036144578313253,0.3855421686746988,0.21084337349397592,153,62,0.40522875816993464
/Users/Jesse/Documents/csShi/goated-poker-ai-physical-implementation/models/standard/6_player/checkpoint_mixed/*checkpoint_iter_mixed_iter_34300.pt,*checkpoint_iter_mixed_iter_34300.pt,34300,cpu,10.325797062281492,100,0,0,0,0,100,0,172,82,50,40,0.47674418604651164,0.29069767441860467,0.23255813953488372,145,76,0.5241379310344828,33.7848041592176,100,0,0,0,0,100,0,167,67,61,39,0.40119760479041916,0.3652694610778443,0.23353293413173654,153,64,0.41830065359477125
/Users/Jesse/Documents/csShi/goated-poker-ai-physical-implementation/models/standard/6_player/checkpoint_mixed/*checkpoint_iter_mixed_iter_34400.pt,*checkpoint_iter_mixed_iter_34400.pt,34400,cpu,-17.985351335185225,100,0,0,0,0,100,0,177,89,44,44,0.5028248587570622,0.24858757062146894,0.24858757062146894,146,78,0.5342465753424658,25.153774620456144,100,0,0,0,0,100,0,152,76,37,39,0.5,0.24342105263157895,0.2565789473684211,142,74,0.5211267605633803
/Users/Jesse/Documents/csShi/goated-poker-ai-physical-implementation/models/standard/6_player/checkpoint_mixed/*checkpoint_iter_mixed_iter_34500.pt,*checkpoint_iter_mixed_iter_34500.pt,34500,cpu,-9.838040023734397,100,0,0,0,0,100,0,181,88,47,46,0.4861878453038674,0.2596685082872928,0.2541436464088398,152,75,0.4934210526315789,12.161695817782206,100,0,0,0,0,100,0,166,82,46,38,0.4939759036144578,0.27710843373493976,0.2289156626506024,158,76,0.4810126582278481
/Users/Jesse/Documents/csShi/goated-poker-ai-physical-implementation/models/standard/6_player/checkpoint_mixed/*checkpoint_iter_mixed_iter_34600.pt,*checkpoint_iter_mixed_iter_34600.pt,34600,cpu,-5.8681242169817915,100,0,0,0,0,100,0,179,86,53,40,0.48044692737430167,0.29608938547486036,0.22346368715083798,150,75,0.5,6.2184803930136745,100,0,0,0,0,100,0,171,84,47,40,0.49122807017543857,0.27485380116959063,0.23391812865497075,153,76,0.49673202614379086
/Users/Jesse/Documents/csShi/goated-poker-ai-physical-implementation/models/standard/6_player/checkpoint_mixed/*checkpoint_iter_mixed_iter_34700.pt,*checkpoint_iter_mixed_iter_34700.pt,34700,cpu,-6.146505769006537,100,0,0,0,0,100,0,179,86,52,41,0.48044692737430167,0.2905027932960894,0.22905027932960895,150,75,0.5,11.06872498302283,100,0,0,0,0,100,0,168,82,43,43,0.4880952380952381,0.25595238095238093,0.25595238095238093,153,75,0.49019607843137253
